AGE
43
33
61
45
37
46
37
41
59
47
58
32
33
34
40
49
52
56
70
28
58
42
43
56
28
51
31
82
26
36
30
42
36
31
43
37
67
45
96
60
49
57
45
41
44
85
57
75
29
63
64
65
49
40
73
35
54
55
42
59
57
52
63
26
49
32
33
56
56
39
29
42
53
28
79
37
37
46
46
48
66
63
44
76
54
51
78
46
65
39
62
57
49
54
39
53
41
44
24
55
51
39
33
38
55
60
41
69
48
47
48
43
31
44
46
37
36
52
38
37
41
47
46
71
64
48
39
57
32
33
57
39
39
53
40
41
62
67
48
39
68
60
40
38
42
32
72
43
29
46
43
33
41
67
43
69
38
53
39
26
53
59
59
44
72
41
58
36
36
37
51
61
36
45
52
41
23
36
54
82
41
56
69
45
56
33
27
37
68
78
44
55
55
31
35
45
50
38
32
37
50
67
54
49
54
42
64
53
58
42
49
32
47
39
54
36
46
47
51
54
61
72
27
33
65
48
46
50
55
54
59
56
51
46
67
47
48
36
76
43
43
71
40
76
42
43
64
67
61
55
48
33
45
44
38
52
37
69
66
56
59
44
76
52
53
32
42
38
43
35
56
27
46
54
45
36
38
48
38
36
54
63
66
46
49
90
32
35
64
57
50
65
37
41
67
37
50
70
38
59
41
40
46
44
33
47
28
59
26
49
49
41
51
72
43
46
57
42
33
35
42
46
64
50
67
55
47
55
62
31
44
53
63
39
82
40
58
51
47
59
34
50
52
46
31
38
41
49
60
61
60
30
55
36
76
70
53
52
57
28
44
42
32
102
46
55
46
48
42
60
46
43
55
59
40
41
47
62
33
48
52
31
50
61
56
37
39
39
48
37
40
53
83
61
61
31
56
63
53
55
52
73
60
48
57
56
66
83
37
49
42
37
40
52
41
52
30
62
34
90
50
76
71
60
63
50
44
83
40
45
33
56
69
42
46
96
52
42
47
36
80
52
70
41
62
50
57
38
43
63
62
58
68
50
57
58
48
71
37
50
59
61
48
37
58
62
60
38
53
53
65
53
92
47
34
32
38
78
31
55
27
50
63
45
71
36
38
57
39
34
35
37
47
38
51
35
68
39
79
60
70
35
62
41
31
52
29
35
36
55
53
54
37
42
44
45
49
35
41
45
27
44
71
39
63
56
49
46
91
36
30
30
69
55
33
53
57
50
61
34
40
65
62
39
57
34
44
85
59
70
32
45
42
30
58
43
55
34
40
64
76
56
71
50
47
31
68
56
46
38
63
64
36
57
54
49
44
31
38
62
43
44
35
47
32
71
71
56
34
54
47
46
51
39
52
39
47
40
56
59
53
52
35
64
53
52
61
58
62
75
28
88
32
48
56
35
95
38
58
35
36
40
58
48
43
48
70
29
50
35
62
37
49
43
44
74
56
56
41
55
33
58
44
56
43
79
52
56
57
35
57
52
50
34
48
81
32
34
39
76
37
56
55
51
43
34
59
88
30
26
59
49
82
61
77
43
38
41
33
64
40
47
52
33
31
30
53
38
64
53
59
62
57
66
50
51
60
102
47
94
44
36
78
40
46
42
41
48
55
48
79
38
29
62
43
55
48
71
63
54
59
68
64
54
98
69
51
46
52
36
43
40
30
69
45
37
25
64
50
30
33
43
49
56
47
80
52
41
52
55
49
81
53
54
39
40
43
65
39
63
50
37
62
53
48
49
37
57
58
62
39
91
37
36
54
48
57
48
37
38
28
36
47
43
62
54
42
65
44
71
40
36
51
77
57
37
77
44
50
85
47
49
49
31
33
58
51
42
39
61
37
55
39
52
45
29
42
53
49
25
62
43
49
42
43
86
42
46
48
38
54
56
50
46
40
43
41
73
88
60
54
56
49
41
38
31
51
57
31
45
59
64
40
57
30
46
54
31
78
66
40
58
35
44
54
41
43
78
46
32
47
30
68
57
35
58
41
102
32
94
76
51
62
42
55
106
63
67
35
45
28
55
47
51
55
74
31
44
59
67
43
45
52
79
90
63
33
45
39
35
27
62
36
26
46
51
69
41
73
59
43
77
41
45
73
52
60
86
46
48
37
45
86
64
34
48
36
32
61
42
30
44
55
52
42
51
33
28
43
73
32
62
65
57
49
41
44
40
46
76
33
50
44
51
41
47
74
31
31
33
47
22
40
72
26
30
76
48
49
31
48
69
43
31
47
81
52
67
74
44
34
59
29
46
46
30
39
37
45
31
75
43
48
63
47
48
42
39
35
36
59
87
63
56
58
27
40
44
44
39
37
42
45
34
27
45
34
36
30
34
52
42
42
49
51
55
41
58
39
28
102
46
33
77
36
99
68
42
49
64
46
39
41
53
47
40
45
28
36
46
41
66
33
105
64
49
34
71
54
33
39
57
61
57
56
25
45
47
59
38
40
58
65
38
42
41
35
46
28
42
45
56
33
60
65
62
52
51
42
31
42
35
53
38
33
60
43
38
64
36
66
29
52
33
36
61
56
41
47
58
90
44
51
38
43
30
38
56
41
43
64
46
48
38
43
45
35
63
48
46
44
47
63
47
64
48
41
37
57
78
45
35
31
43
33
23
45
56
80
40
55
64
42
36
41
45
36
44
67
48
53
57
46
63
49
32
66
30
53
78
51
39
41
40
31
29
63
50
36
41
37
39
41
45
56
55
28
44
51
46
51
42
38
48
37
48
57
38
44
50
56
36
35
39
57
38
33
34
42
41
61
41
45
72
65
40
48
80
42
76
61
39
45
34
58
41
52
25
76
33
47
58
82
34
87
69
55
48
65
56
40
48
48
67
52
38
35
31
38
36
50
45
55
33
77
42
50
34
44
55
64
44
98
59
85
54
60
39
66
43
60
35
75
60
30
77
76
41
62
88
65
40
41
42
37
42
40
38
90
44
29
52
70
59
60
52
53
27
51
58
57
45
57
32
59
57
39
30
52
41
79
65
57
51
60
66
47
65
61
33
48
54
42
56
45
55
39
51
48
44
65
52
85
54
29
29
42
53
73
39
57
30
49
79
57
51
61
68
31
51
39
54
38
28
73
42
45
93
40
35
40
46
32
54
45
36
42
51
50
50
53
62
74
58
73
56
80
33
49
39
29
62
77
68
41
70
57
24
42
43
41
47
56
42
47
50
51
69
30
73
57
24
30
52
87
38
27
66
42
53
45
86
90
28
63
48
32
62
57
38
80
59
24
47
27
27
56
33
67
28
41
57
49
48
99
76
81
60
90
58
45
51
65
80
32
46
37
43
72
27
35
72
55
36
73
63
72
34
72
39
45
54
54
36
38
36
63
28
49
53
35
45
57
57
36
40
54
41
45
58
55
47
54
29
61
65
41
50
57
38
67
37
59
34
78
67
63
43
62
37
57
64
41
37
61
45
54
67
36
41
50
54
90
40
26
57
44
29
72
39
42
41
46
45
52
39
47
51
69
32
37
55
37
62
45
23
33
37
61
58
51
75
36
53
32
45
39
47
42
49
34
61
48
92
48
80
38
38
46
35
37
31
44
51
57
41
52
47
32
45
60
60
48
62
45
64
58
46
72
43
39
47
65
43
60
57
51
42
60
70
43
71
62
48
51
34
